,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Internship_Experience,Placement
7378,116,7.73,7.84,7,5,5,5,1.0,0
7379,86,8.13,8.4,2,3,4,3,0.0,0
7380,95,6.49,6.71,10,0,1,2,0.0,0
7381,123,5.26,5.45,10,5,10,1,1.0,0
7382,83,9.1,9.22,6,8,9,0,1.0,0
7383,112,7.89,7.63,4,1,9,2,1.0,1
7384,105,8.76,8.52,10,4,8,5,0.0,1
7385,101,7.34,7.18,4,3,6,3,0.0,0
7386,123,7.75,7.82,9,9,9,4,0.0,1
7387,88,9.2,8.84,1,4,5,4,0.0,0
7388,115,6.65,7.12,3,9,5,0,0.0,0
7389,117,6.69,6.57,8,0,1,0,1.0,0
7390,95,5.08,4.63,3,7,2,4,1.0,0
7391,100,7.45,7.78,8,1,10,2,0.0,0
7392,115,9.98,10.17,1,5,10,3,1.0,1
7393,117,9.55,9.22,9,7,6,2,0.0,1
7394,102,7.22,7.14,9,4,10,0,1.0,0
7395,117,9.52,9.52,1,10,8,3,0.0,1
7396,99,5.15,5.17,3,8,1,2,0.0,0
7397,90,6.83,6.93,1,1,8,5,0.0,0
7398,86,6.59,6.65,5,5,6,5,1.0,0
7399,99,8.12,7.87,8,3,5,2,1.0,0
7400,80,7.88,8.22,4,4,7,5,1.0,0
7401,74,7.49,7.49,6,10,1,1,0.0,0
7402,125,6.81,7.04,1,8,6,1,0.0,0
7403,97,8.55,8.2,2,2,8,4,0.0,1
7404,79,5.14,5.16,5,9,9,1,0.0,0
7405,84,7.52,7.06,4,9,9,5,0.0,0
7406,94,7.49,7.03,3,3,8,3,0.0,0
7407,97,6.71,6.95,6,0,8,1,0.0,0
7408,97,5.2,4.99,1,2,5,5,0.0,0
7409,81,9.09,9.08,8,4,4,2,0.0,0
7410,98,8.08,7.62,7,7,8,4,1.0,0
7411,113,8.01,8.19,7,4,2,2,1.0,1
7412,119,5.92,5.63,1,5,5,1,0.0,0
7413,97,5.39,5.2,6,0,4,0,0.0,0
7414,100,8.65,8.56,1,5,9,3,0.0,1
7415,79,9.87,9.78,2,9,2,3,0.0,0
7416,80,5.68,5.67,7,7,2,3,0.0,0
7417,120,5.19,5.68,1,1,7,0,1.0,0
7418,101,7.79,8.24,4,8,8,5,0.0,1
7419,115,5.46,5.69,4,2,9,4,1.0,1
7420,122,6.4,6.0,6,1,3,0,0.0,0
7421,88,6.34,6.0,5,3,10,4,0.0,0
7422,100,7.19,7.33,10,1,7,4,0.0,0
7423,84,7.05,7.25,5,6,6,5,1.0,0
7424,115,7.83,7.49,3,5,7,3,0.0,0
7425,70,5.58,5.4,7,9,3,4,1.0,0
7426,92,7.46,7.83,9,1,7,5,1.0,0
7427,93,8.9,8.71,5,10,7,1,1.0,0
7428,97,9.28,9.56,1,7,5,0,1.0,0
7429,106,5.64,5.7,2,2,9,4,1.0,0
7430,111,7.36,7.47,1,7,7,0,1.0,0
7431,90,7.38,7.33,3,10,9,3,0.0,0
7432,108,9.05,9.48,8,0,2,2,1.0,0
7433,130,6.91,6.48,2,7,1,0,0.0,0
7434,108,9.4,9.39,7,5,6,3,0.0,0
7435,85,5.06,4.94,5,3,3,5,1.0,0
7436,93,9.51,9.58,8,7,10,2,0.0,1
7437,129,7.15,6.91,2,10,3,2,0.0,0
7438,103,6.33,6.35,1,4,7,0,0.0,0
7439,80,5.55,5.3,2,0,10,3,0.0,0
7440,106,5.85,6.06,3,5,5,0,1.0,0
7441,110,9.01,8.6,9,10,1,0,0.0,0
7442,97,9.82,10.11,3,8,2,5,0.0,0
7443,104,7.22,6.84,2,10,3,0,1.0,0
7444,83,5.38,5.39,5,6,3,5,0.0,0
7445,68,9.04,9.09,9,6,8,3,0.0,1
7446,131,7.59,7.76,5,8,10,2,0.0,1
7447,117,9.98,10.2,4,6,1,3,0.0,1
7448,96,5.64,5.81,6,4,9,5,0.0,0
7449,134,7.34,7.82,10,9,6,3,0.0,0
7450,84,7.44,7.04,5,10,6,1,1.0,0
7451,90,6.21,6.41,8,5,1,2,0.0,0
7452,106,7.57,7.36,3,10,3,4,0.0,0
7453,85,8.26,8.45,4,1,8,0,0.0,0
7454,100,8.14,8.49,1,9,4,4,0.0,0
7455,96,6.26,6.3,3,2,6,3,0.0,0
7456,108,5.68,5.33,7,0,3,2,0.0,0
7457,106,9.61,9.16,1,6,9,3,0.0,1
7458,97,9.53,9.04,5,8,4,3,0.0,0
7459,90,5.0,4.81,7,3,6,4,0.0,0
7460,115,9.12,8.63,1,0,10,5,1.0,1
7461,95,9.98,9.85,9,2,10,5,1.0,1
7462,104,9.88,10.18,2,7,4,5,0.0,0
7463,117,9.83,9.85,7,10,7,3,0.0,1
7464,87,7.31,7.44,4,5,2,5,0.0,0
7465,111,8.85,8.44,10,7,4,5,0.0,1
7466,105,9.84,10.3,9,7,2,4,0.0,0
7467,104,7.13,7.6,5,2,1,5,1.0,0
7468,101,9.87,9.89,1,6,1,1,1.0,0
7469,105,8.04,8.3,5,10,2,3,1.0,0
7470,93,9.06,8.92,8,7,1,3,1.0,0
7471,104,9.88,10.05,10,1,5,1,0.0,0
7472,95,6.26,6.76,9,10,3,4,1.0,0
7473,103,6.49,6.08,10,1,7,0,0.0,0
7474,119,9.99,10.12,1,7,5,2,0.0,1
7475,91,6.5,6.69,8,9,3,5,0.0,0
7476,93,8.17,8.33,9,2,8,4,0.0,1
7477,99,7.17,6.9,4,2,9,0,1.0,0
7478,113,7.01,6.52,1,7,3,1,0.0,0
7479,106,6.49,6.72,7,4,2,3,1.0,0
7480,86,7.06,6.92,4,9,5,5,1.0,0
7481,108,8.48,8.33,7,3,4,0,1.0,0
7482,94,10.0,9.75,2,10,5,3,0.0,0
7483,129,8.52,8.55,8,9,10,5,1.0,1
7484,117,7.6,7.64,3,10,5,4,0.0,0
7485,99,9.17,9.61,1,10,4,3,0.0,0
7486,106,8.2,8.21,10,5,1,3,0.0,0
7487,94,6.24,6.05,3,0,1,4,0.0,0
7488,112,8.8,8.63,4,3,7,1,0.0,0
7489,116,7.48,7.32,5,5,5,2,0.0,0
7490,93,7.87,7.84,10,4,10,3,0.0,0
7491,88,8.87,8.87,7,1,8,2,0.0,1
7492,94,7.43,7.85,5,6,8,2,0.0,0
7493,108,6.49,6.07,7,0,5,2,0.0,0
7494,81,9.23,9.28,7,1,7,0,1.0,0
7495,97,9.56,9.71,8,10,4,5,0.0,0
7496,88,7.82,7.98,4,8,7,4,0.0,0
7497,103,9.66,9.26,1,1,7,4,0.0,0
7498,107,6.61,6.28,8,8,8,4,0.0,0
7499,90,8.19,8.5,2,7,10,0,1.0,0
7500,108,5.16,5.16,2,5,5,2,0.0,0
7501,122,9.89,10.04,4,0,8,2,0.0,1
7502,123,9.8,9.95,1,2,3,3,0.0,1
7503,98,6.48,6.39,4,0,2,4,0.0,0
7504,117,6.46,6.72,4,4,2,2,0.0,0
7505,82,7.82,7.64,7,0,6,3,1.0,0
7506,98,8.76,8.4,6,9,6,2,1.0,0
7507,102,7.66,7.99,9,6,6,5,1.0,0
7508,91,8.01,7.87,1,7,2,0,1.0,0
7509,101,7.23,7.65,10,4,8,4,0.0,0
7510,87,5.99,6.32,6,5,4,3,0.0,0
7511,78,5.96,6.12,4,10,10,5,0.0,0
7512,101,7.17,6.96,1,3,7,1,0.0,0
7513,114,6.91,7.34,3,7,10,5,0.0,1
7514,111,5.73,5.38,7,8,3,3,1.0,0
7515,110,6.28,6.0,4,10,4,5,0.0,0
7516,93,5.45,5.81,9,6,1,3,1.0,0
7517,108,7.08,6.97,2,8,2,5,1.0,0
7518,99,8.24,8.68,6,5,3,3,0.0,0
7519,107,7.11,7.18,9,5,8,2,1.0,0
7520,105,6.82,6.42,4,10,9,4,0.0,0
7521,119,8.31,8.42,8,4,7,3,0.0,1
7522,88,7.97,8.31,2,10,9,1,1.0,0
7523,123,9.93,10.01,6,0,4,5,0.0,1
7524,137,9.1,9.39,4,9,3,5,0.0,1
7525,87,5.74,5.9,9,1,1,0,0.0,0
7526,97,5.75,5.64,5,8,2,5,1.0,0
7527,92,5.43,4.93,10,1,3,3,1.0,0
7528,115,7.56,7.36,9,10,1,1,0.0,0
7529,103,6.46,6.8,4,5,3,5,1.0,0
7530,98,9.86,9.76,9,0,2,0,0.0,0
7531,79,5.23,5.48,10,3,10,0,1.0,0
7532,76,6.65,6.76,8,8,4,3,0.0,0
7533,75,6.67,6.23,6,7,5,2,1.0,0
7534,105,6.63,6.24,6,2,2,2,1.0,0
7535,78,8.59,8.97,3,4,4,3,0.0,0
7536,85,9.68,9.96,1,8,8,1,0.0,0
7537,71,6.17,5.81,4,3,2,1,0.0,0
7538,90,5.27,5.65,6,6,9,0,1.0,0
7539,107,8.91,8.48,2,8,2,3,1.0,0
7540,91,5.93,5.66,4,9,8,4,0.0,0
7541,102,7.66,7.8,1,7,5,1,1.0,0
7542,94,8.49,8.62,3,5,8,4,0.0,1
7543,90,9.83,9.91,6,5,2,2,1.0,0
7544,109,6.89,6.8,6,7,8,0,1.0,0
7545,104,9.72,9.47,8,6,4,3,1.0,0
7546,100,5.05,4.65,6,0,3,0,0.0,0
7547,97,8.28,8.69,1,3,4,2,1.0,0
7548,84,6.51,6.4,2,9,1,3,0.0,0
7549,103,6.87,6.77,5,7,4,4,0.0,0
7550,94,8.97,9.24,4,10,5,0,1.0,0
7551,84,9.93,10.12,6,2,7,4,0.0,0
7552,115,6.84,7.09,8,1,5,1,1.0,0
7553,80,6.7,6.82,1,4,3,1,0.0,0
7554,87,8.06,7.96,5,3,6,5,0.0,0
7555,73,8.45,8.48,9,9,1,1,1.0,0
7556,103,7.17,6.77,6,10,10,1,0.0,0
7557,126,7.98,7.7,2,8,9,2,0.0,1
7558,106,6.84,6.55,5,6,7,1,1.0,0
7559,94,8.49,8.84,3,1,8,2,0.0,1
7560,85,6.66,6.91,3,8,6,3,1.0,0
7561,95,9.78,9.82,5,0,6,0,0.0,0
7562,113,9.56,9.62,4,3,2,4,1.0,1
7563,121,7.53,7.41,1,3,3,3,0.0,0
7564,109,9.31,9.8,7,3,2,2,1.0,0
7565,87,7.13,7.14,5,4,5,4,0.0,0
7566,82,5.81,5.64,4,5,4,2,0.0,0
7567,125,7.2,6.8,4,6,5,3,1.0,0
7568,108,8.13,7.76,5,4,6,2,0.0,0
7569,91,7.74,8.03,8,3,9,5,0.0,1
7570,105,5.07,5.2,7,0,10,2,1.0,0
7571,90,5.96,5.67,2,0,1,3,0.0,0
7572,92,9.77,9.56,10,10,10,5,1.0,1
7573,128,6.09,6.21,3,1,6,0,1.0,0
7574,92,6.47,6.33,9,7,8,5,0.0,0
7575,72,7.53,7.4,3,6,8,3,0.0,0
7576,106,9.76,10.19,2,6,3,1,1.0,0
7577,106,5.3,5.08,5,4,7,2,0.0,0
7578,94,9.75,9.58,8,0,2,3,1.0,0
7579,86,7.71,8.01,7,3,9,2,0.0,1
7580,100,9.88,9.81,1,5,10,0,0.0,0
7581,118,5.78,5.45,3,6,2,4,1.0,0
7582,103,8.63,8.78,8,0,7,1,0.0,0
7583,95,5.85,5.72,2,9,9,5,1.0,0
7584,110,8.29,8.25,3,2,2,4,0.0,0
7585,108,7.78,7.69,4,4,2,1,1.0,0
7586,90,6.68,6.31,8,2,8,3,0.0,0
7587,74,5.9,5.41,2,1,2,2,0.0,0
7588,85,6.22,6.4,2,0,1,5,1.0,0
7589,102,9.74,9.68,4,6,6,0,0.0,0
7590,86,5.74,5.26,6,10,8,3,0.0,0
7591,93,8.59,8.97,1,2,8,2,0.0,1
7592,125,8.06,8.54,3,0,1,0,0.0,0
7593,103,8.8,9.08,2,9,2,2,1.0,0
7594,81,8.32,8.21,5,1,10,3,1.0,1
7595,110,5.96,6.38,7,6,7,5,0.0,0
7596,92,8.13,8.47,9,1,9,3,0.0,1
7597,114,7.47,7.53,3,2,8,1,0.0,0
7598,92,7.57,7.44,4,6,7,1,1.0,0
7599,97,5.17,4.93,6,2,3,1,0.0,0
7600,115,6.3,6.3,3,0,10,0,1.0,0
7601,111,5.34,4.87,8,2,4,5,0.0,0
7602,99,9.82,9.65,1,6,2,0,1.0,0
7603,128,6.73,6.85,5,6,10,0,1.0,0
7604,97,9.28,8.87,5,7,5,2,1.0,0
7605,103,5.7,5.97,8,2,9,2,1.0,0
7606,82,6.78,6.71,1,4,4,4,0.0,0
7607,98,6.49,6.69,8,5,7,4,0.0,0
7608,63,9.28,9.56,7,1,1,0,0.0,0
7609,92,5.28,4.87,4,1,10,0,1.0,0
7610,66,8.26,8.48,5,6,9,1,1.0,0
7611,99,8.05,8.33,1,5,5,0,0.0,0
7612,72,7.54,7.74,3,10,5,5,1.0,0
7613,83,7.83,8.12,4,6,1,3,1.0,0
7614,105,7.9,8.31,6,10,4,0,1.0,0
7615,89,5.35,4.91,8,9,6,2,1.0,0
7616,109,8.26,8.09,1,9,9,3,0.0,1
7617,75,7.18,7.51,10,4,5,3,0.0,0
7618,109,7.77,8.23,9,9,9,3,0.0,1
7619,72,5.47,5.93,5,9,10,5,1.0,0
7620,121,7.21,7.36,4,6,10,2,0.0,1
7621,113,9.76,10.1,1,1,3,3,1.0,1
7622,106,7.81,8.1,1,0,10,2,0.0,1
7623,128,6.12,5.94,10,0,10,1,0.0,0
7624,121,5.69,5.7,7,6,1,4,0.0,0
7625,104,7.58,7.93,7,9,2,5,1.0,0
7626,90,8.48,8.75,4,3,5,3,0.0,0
7627,102,6.34,6.46,1,1,1,0,0.0,0
7628,102,5.93,5.54,8,0,2,5,0.0,0
7629,102,8.62,8.19,9,3,7,3,0.0,0
7630,93,7.27,7.51,10,10,3,4,1.0,0
7631,94,9.66,9.64,6,8,1,3,1.0,0
7632,115,5.56,5.14,10,6,3,0,1.0,0
7633,92,6.82,6.82,9,7,10,3,1.0,0
7634,72,7.8,7.9,6,1,2,1,0.0,0
7635,111,7.96,7.95,5,4,6,0,0.0,0
7636,100,7.65,7.88,4,10,4,0,1.0,0
7637,100,7.8,7.6,6,3,8,1,0.0,0
7638,97,6.1,6.18,8,4,9,5,1.0,0
7639,95,5.16,5.56,4,6,7,0,0.0,0
7640,111,8.4,8.29,8,3,6,1,0.0,0
7641,112,8.85,9.14,7,8,7,1,1.0,0
7642,82,9.26,9.01,3,6,3,5,1.0,0
7643,107,8.74,8.96,8,8,5,3,1.0,0
7644,106,8.3,8.76,4,10,3,0,0.0,0
7645,119,8.66,8.18,7,10,2,2,0.0,1
7646,105,9.39,9.1,4,8,7,4,0.0,0
7647,101,6.1,6.11,10,10,2,1,0.0,0
7648,111,5.16,5.07,6,1,7,3,0.0,0
7649,80,9.95,10.22,1,10,9,4,1.0,1
7650,98,9.03,8.94,8,4,6,1,0.0,0
7651,124,8.31,7.91,6,2,8,0,0.0,0
7652,81,9.11,9.41,5,5,9,0,0.0,0
7653,111,6.58,6.12,1,0,5,4,0.0,0
7654,107,8.09,8.11,10,9,5,5,1.0,0
7655,94,9.33,9.1,9,10,8,3,0.0,1
7656,85,5.6,5.14,7,4,10,4,0.0,0
7657,82,5.13,5.07,8,4,1,0,0.0,0
7658,107,7.97,7.88,7,10,9,1,1.0,0
7659,96,6.9,7.15,6,9,4,3,1.0,0
7660,109,8.82,9.14,4,4,1,0,0.0,0
7661,94,7.96,8.33,8,3,5,3,1.0,0
7662,120,8.88,8.56,8,4,10,1,1.0,1
7663,105,5.9,5.66,3,5,7,0,0.0,0
7664,95,9.26,9.05,3,4,6,4,1.0,0
7665,110,7.01,7.09,10,4,5,3,1.0,0
7666,88,7.62,7.46,9,6,4,1,0.0,0
7667,98,9.62,9.74,6,9,4,3,0.0,0
7668,109,9.41,9.77,8,3,5,5,0.0,0
7669,92,9.22,9.25,10,8,10,1,0.0,0
7670,106,9.15,8.79,4,1,7,2,0.0,0
7671,101,7.7,7.67,5,4,9,1,0.0,0
7672,93,9.58,9.55,5,3,7,3,0.0,0
7673,78,8.66,8.85,8,7,9,5,0.0,1
7674,83,6.22,6.01,9,8,4,0,1.0,0
7675,86,7.61,7.58,8,0,3,0,0.0,0
7676,94,7.07,6.97,7,2,2,3,1.0,0
7677,77,9.14,8.9,4,3,7,3,0.0,0
7678,106,8.31,7.89,8,3,4,2,0.0,0
7679,87,6.73,6.25,9,3,4,1,1.0,0
7680,71,8.15,8.23,9,3,5,4,0.0,0
7681,93,8.34,8.53,3,6,4,4,1.0,0
7682,116,5.25,5.18,6,3,9,3,0.0,1
7683,95,8.45,8.04,5,9,1,4,1.0,0
7684,107,6.01,6.32,5,1,5,3,0.0,0
7685,79,7.55,7.07,1,2,8,3,1.0,0
7686,87,7.52,7.1,7,3,8,3,0.0,0
7687,123,6.75,6.49,9,4,5,4,0.0,0
7688,112,7.12,7.58,10,8,2,5,0.0,0
7689,99,6.29,6.72,4,0,6,2,1.0,0
7690,106,7.71,7.94,7,4,1,5,1.0,0
7691,133,5.61,5.77,7,3,1,4,1.0,0
7692,78,8.67,9.17,7,10,10,2,1.0,1
7693,112,5.44,5.6,8,6,7,0,0.0,0
7694,116,5.33,5.34,4,4,8,1,1.0,0
7695,116,9.9,9.7,7,4,2,4,1.0,1
7696,82,6.2,6.6,2,2,9,1,0.0,0
7697,92,7.04,6.78,8,3,4,2,1.0,0
7698,122,8.13,8.63,1,4,8,2,0.0,1
7699,90,7.5,7.61,10,4,9,3,1.0,0
7700,94,5.5,5.29,7,8,9,5,0.0,0
7701,101,8.48,8.57,3,6,8,1,1.0,0
7702,91,6.66,6.92,6,2,3,3,1.0,0
7703,117,5.29,5.66,8,10,10,2,0.0,1
7704,92,8.15,7.91,4,3,6,3,0.0,0
7705,117,8.93,8.68,9,4,3,5,1.0,1
7706,81,9.62,9.27,9,1,6,5,0.0,0
7707,124,6.15,6.45,6,7,4,0,1.0,0
7708,115,6.25,5.92,6,9,8,5,0.0,1
7709,108,6.72,6.29,5,10,9,1,0.0,0
7710,77,7.57,7.39,1,2,6,3,1.0,0
7711,97,8.01,7.81,3,5,4,1,1.0,0
7712,96,9.3,9.04,5,3,1,5,0.0,0
7713,103,9.72,9.41,10,1,7,3,1.0,0
7714,69,6.37,6.13,1,2,1,1,1.0,0
7715,112,9.41,9.86,9,9,9,0,0.0,1
7716,109,6.41,6.34,8,0,1,5,0.0,0
7717,119,5.35,5.55,1,9,10,0,0.0,0
7718,102,9.95,9.67,4,0,7,2,0.0,0
7719,80,9.53,9.29,2,6,5,2,1.0,0
7720,133,6.97,7.4,9,1,4,3,1.0,0
7721,106,7.86,7.42,6,1,2,4,1.0,0
7722,102,7.25,7.51,3,2,4,5,1.0,0
7723,100,8.22,8.38,4,4,7,1,1.0,0
7724,76,7.14,7.1,5,6,10,2,1.0,0
7725,92,8.99,8.71,3,1,10,4,0.0,1
7726,105,5.81,5.97,9,5,3,2,0.0,0
7727,73,5.16,5.46,5,2,10,4,0.0,0
7728,117,7.34,6.86,7,2,10,3,0.0,1
7729,81,9.02,9.39,7,10,5,4,1.0,0
7730,125,6.58,6.13,5,8,2,0,1.0,0
7731,84,8.81,8.6,9,6,6,1,0.0,0
7732,105,9.91,9.7,7,7,1,3,0.0,0
7733,94,7.54,7.12,1,1,9,0,1.0,0
7734,104,6.48,6.76,4,9,1,3,1.0,0
7735,90,6.17,6.44,9,6,9,1,0.0,0
7736,110,6.01,6.35,9,3,6,0,1.0,0
7737,103,6.02,5.78,2,3,4,1,0.0,0
7738,104,7.46,7.79,5,7,10,1,1.0,0
7739,114,7.18,7.31,6,8,3,0,1.0,0
7740,104,6.0,6.27,5,4,4,4,0.0,0
7741,105,5.98,5.71,4,7,3,2,1.0,0
7742,102,8.86,8.59,3,1,10,5,1.0,1
7743,99,8.58,8.42,7,0,10,1,0.0,0
7744,118,8.1,8.44,2,6,9,1,0.0,1
7745,104,9.87,9.58,3,9,5,0,0.0,0
7746,126,5.31,5.47,7,7,6,3,1.0,0
7747,94,9.27,9.37,6,10,2,0,0.0,0
7748,66,6.28,5.9,8,10,9,1,0.0,0
7749,102,6.09,6.54,4,10,4,1,0.0,0
7750,74,5.1,4.79,6,1,3,1,0.0,0
7751,112,8.36,8.54,3,0,3,2,0.0,1
7752,77,8.22,8.15,1,10,6,2,1.0,0
7753,104,7.34,7.63,5,4,5,2,1.0,0
7754,69,8.38,8.68,6,1,4,1,1.0,0
7755,112,5.14,5.6,7,4,4,0,1.0,0
7756,103,9.02,9.03,3,4,5,3,0.0,0
7757,103,8.67,8.44,4,9,10,4,0.0,1
7758,101,5.36,5.8,3,2,3,3,1.0,0
7759,88,7.0,6.69,10,5,6,2,1.0,0
7760,101,5.28,5.58,2,8,8,0,0.0,0
7761,106,6.46,6.55,3,3,9,1,0.0,0
7762,103,7.51,7.34,10,2,4,3,1.0,0
7763,101,7.25,7.25,9,10,4,5,1.0,0
7764,121,9.84,10.29,4,4,10,5,0.0,1
7765,95,9.54,9.84,9,5,4,1,0.0,0
7766,119,7.33,7.22,6,1,4,4,1.0,0
7767,98,7.34,7.15,4,2,1,4,0.0,0
7768,86,6.53,6.79,8,5,5,5,1.0,0
7769,92,9.25,9.43,8,8,9,0,1.0,0
7770,125,6.75,6.66,1,3,10,2,0.0,1
7771,61,8.7,8.65,7,4,10,3,0.0,1
7772,80,5.08,5.44,5,5,4,4,0.0,0
7773,104,8.56,8.15,7,9,8,4,0.0,1
7774,106,5.94,5.75,7,9,7,5,1.0,0
7775,116,9.82,9.74,7,1,9,3,0.0,1
7776,119,7.76,8.04,7,7,3,1,0.0,0
7777,73,9.47,9.15,2,4,8,0,0.0,0
7778,96,9.3,9.63,10,3,3,4,0.0,0
7779,84,9.82,10.07,1,0,4,3,0.0,0
7780,94,7.88,7.56,5,0,5,2,0.0,0
7781,77,6.23,6.36,10,9,3,3,0.0,0
7782,105,9.7,9.47,10,2,3,0,0.0,0
7783,76,5.34,4.9,5,6,8,4,1.0,0
7784,113,6.74,7.01,5,3,3,2,0.0,0
7785,106,8.07,8.51,2,10,5,3,0.0,0
7786,75,6.81,6.58,7,2,6,5,1.0,0
7787,97,9.37,9.54,2,5,9,1,1.0,0
7788,98,9.95,10.04,5,2,2,5,1.0,0
7789,124,6.48,6.73,5,5,4,2,0.0,0
7790,104,8.77,8.74,7,7,3,4,0.0,0
7791,78,6.09,6.32,4,10,7,0,1.0,0
7792,84,5.38,5.52,9,10,4,4,0.0,0
7793,93,8.23,7.75,10,8,10,5,0.0,0
7794,96,6.53,6.2,9,0,9,3,1.0,0
7795,113,6.46,6.51,3,7,5,1,0.0,0
7796,83,5.53,5.52,10,3,1,5,0.0,0
7797,113,6.58,6.16,3,6,1,3,0.0,0
7798,93,7.12,6.8,2,3,4,3,0.0,0
7799,68,6.14,5.96,9,5,5,5,0.0,0
7800,84,7.71,7.86,4,1,5,2,0.0,0
7801,112,8.32,7.84,3,10,1,0,0.0,0
7802,69,8.35,8.26,3,6,5,2,0.0,0
7803,101,6.36,6.37,1,8,8,4,0.0,0
7804,124,9.95,9.59,5,7,4,4,1.0,1
7805,96,6.82,7.28,4,0,5,1,0.0,0
7806,95,9.64,9.35,10,9,1,5,0.0,0
7807,96,5.1,4.7,2,10,3,2,0.0,0
7808,87,8.46,8.57,5,9,7,0,1.0,0
7809,120,9.6,9.92,2,2,10,5,1.0,1
7810,103,5.91,5.66,9,8,6,0,1.0,0
7811,87,8.91,9.08,4,2,5,5,1.0,0
7812,78,6.98,6.86,7,1,9,3,0.0,0
7813,92,9.58,10.01,2,5,8,5,0.0,1
7814,68,7.96,7.85,1,0,2,1,1.0,0
7815,101,7.32,7.22,2,2,8,2,0.0,0
7816,131,9.24,9.41,2,0,5,1,1.0,0
7817,94,9.46,9.15,5,8,1,2,0.0,0
7818,114,6.27,5.79,9,4,5,5,0.0,0
7819,107,9.68,9.35,1,9,5,0,1.0,0
7820,108,7.08,7.12,2,7,6,2,1.0,0
7821,100,7.41,7.75,6,8,9,0,0.0,0
7822,132,5.89,5.87,5,7,1,4,0.0,0
7823,76,6.36,6.48,10,5,5,3,1.0,0
7824,114,8.6,8.95,5,0,3,2,0.0,1
7825,108,5.91,5.75,9,1,10,1,0.0,0
7826,90,8.47,8.74,7,1,7,5,0.0,0
7827,101,7.14,6.71,1,5,4,4,1.0,0
7828,82,9.36,9.76,7,4,8,1,0.0,0
7829,84,9.97,9.99,5,5,6,5,0.0,0
7830,105,7.69,8.1,9,1,8,2,0.0,1
7831,96,6.6,6.41,6,4,3,2,1.0,0
7832,92,7.52,7.22,2,4,1,0,1.0,0
7833,98,8.36,8.04,6,9,6,3,1.0,0
7834,109,9.11,8.68,9,2,1,0,0.0,0
7835,115,9.65,9.54,1,10,6,5,0.0,1
7836,99,5.77,5.64,3,2,10,4,0.0,0
7837,122,6.66,7.13,6,9,5,5,0.0,0
7838,102,6.33,6.2,7,6,10,4,0.0,0
7839,94,7.8,8.2,8,0,3,2,0.0,0
7840,129,9.95,10.2,9,4,2,5,1.0,1
7841,105,8.04,7.66,9,5,5,5,0.0,0
7842,76,8.43,7.96,4,3,10,2,1.0,0
7843,85,6.42,5.99,1,0,3,4,1.0,0
7844,119,6.6,7.08,6,1,10,0,0.0,0
7845,81,7.61,7.63,7,5,3,5,0.0,0
7846,103,8.3,8.33,6,2,6,5,1.0,0
7847,133,9.19,9.6,2,9,6,1,0.0,0
7848,123,9.19,9.32,1,1,4,5,0.0,1
7849,91,6.06,6.54,1,4,8,3,0.0,0
7850,112,6.05,6.5,1,2,10,0,0.0,0
7851,97,5.9,5.88,2,3,3,1,0.0,0
7852,97,8.01,7.89,6,5,6,2,0.0,0
7853,91,8.4,8.26,2,4,6,1,0.0,0
7854,88,7.68,7.19,5,3,7,4,0.0,0
7855,95,6.15,6.17,2,2,4,1,0.0,0
7856,105,9.78,9.55,8,5,5,1,0.0,0
7857,90,9.97,9.55,3,7,3,0,0.0,0
7858,97,6.0,5.87,1,10,1,4,1.0,0
7859,95,9.11,8.76,4,3,10,5,0.0,1
7860,95,8.23,8.63,1,3,8,4,1.0,1
7861,78,6.82,7.23,2,2,5,4,0.0,0
7862,97,8.84,8.88,10,10,1,2,1.0,0
7863,104,6.12,6.08,6,1,8,0,0.0,0
7864,91,5.93,6.39,6,0,9,0,0.0,0
7865,70,7.53,7.54,4,7,1,3,1.0,0
7866,116,7.33,7.72,1,2,8,1,0.0,0
7867,91,7.47,7.03,10,2,8,3,1.0,0
7868,95,6.9,7.22,3,10,7,2,1.0,0
7869,117,7.05,6.56,9,4,6,5,1.0,0
7870,88,6.18,6.56,6,8,1,0,0.0,0
7871,104,8.5,8.33,9,8,3,1,1.0,0
7872,107,7.52,7.1,4,3,2,4,1.0,0
7873,83,9.34,9.01,4,2,9,4,1.0,1
7874,100,8.77,8.7,4,3,2,3,1.0,0
7875,124,9.87,10.25,5,9,7,4,0.0,1
7876,114,5.48,5.98,7,5,8,3,0.0,1
7877,92,8.37,8.58,5,4,4,5,0.0,0
7878,106,7.88,8.15,6,2,8,3,0.0,1
7879,70,7.96,7.64,3,1,4,4,0.0,0
7880,108,5.36,5.68,10,8,4,1,1.0,0
7881,90,5.25,4.96,7,2,2,2,0.0,0
7882,108,5.56,5.93,9,0,10,2,1.0,0
7883,93,9.21,9.28,10,9,9,3,1.0,1
7884,83,5.81,5.73,8,2,2,1,0.0,0
7885,93,8.92,8.65,3,4,5,2,0.0,0
7886,110,5.69,5.58,4,7,9,0,0.0,0
7887,67,7.43,6.96,3,9,10,1,1.0,0
7888,72,8.55,8.67,7,5,9,1,1.0,0
7889,101,7.23,6.95,8,2,7,4,0.0,0
7890,85,5.74,5.45,2,2,10,0,0.0,0
7891,103,7.88,8.03,8,8,9,3,0.0,1
7892,88,9.96,9.93,8,3,1,5,0.0,0
